frame_index,icon_c0_r0,icon_c0_r1,icon_c0_r2,icon_c1_r0,icon_c1_r1,icon_c1_r2,icon_c2_r0,icon_c2_r1,icon_c2_r2,icon_c3_r0,icon_c3_r1,icon_c3_r2,icon_c4_r0,icon_c4_r1,icon_c4_r2
162608,0,0,5,0,0,3,0,3,3,1,3,3,1,2,2
162609,1,1,3,4,4,4,5,5,0,0,0,2,0,1,1
162610,1,1,3,3,3,6,6,6,5,4,4,6,2,4,4
162611,0,5,5,6,1,1,2,2,2,2,4,4,5,5,6
162612,1,3,3,1,5,5,6,5,5,4,4,4,2,2,4
162613,0,0,3,2,2,5,3,7,7,5,5,7,2,2,2
162614,0,5,5,2,2,2,1,1,4,5,5,7,4,4,4
162615,4,1,1,5,5,5,5,5,5,0,1,1,0,0,0
162616,1,1,1,5,0,0,0,2,2,3,5,5,4,4,4
162617,3,0,0,1,5,5,6,6,6,3,3,5,4,3,3
162618,0,5,5,4,4,4,0,0,0,2,4,4,1,2,2
162619,2,7,7,3,3,6,5,1,1,3,3,3,3,3,3
162620,7,0,0,6,6,6,0,0,0,2,5,5,2,2,4
162621,0,0,0,5,5,5,0,0,0,4,4,4,0,0,1
162622,4,4,2,1,7,7,5,1,1,3,5,5,0,0,5
162623,0,0,5,7,0,0,2,4,4,4,4,6,3,3,3
162624,5,5,5,3,6,6,5,5,5,5,4,4,1,1,7
162625,5,6,6,1,5,5,5,5,5,7,3,3,2,0,0
162626,0,5,5,5,6,6,4,4,4,2,4,4,0,0,5
162627,7,7,7,4,4,1,7,7,7,1,1,2,7,3,3
162628,3,3,0,0,0,3,2,4,4,4,4,6,6,1,1
162629,2,2,2,7,7,0,3,7,7,7,3,3,6,6,2
162630,2,2,7,6,1,1,3,3,3,5,5,5,2,2,0
162631,4,4,2,1,7,7,2,2,2,5,5,5,4,4,4
162632,3,3,4,5,5,6,3,3,3,3,3,3,3,0,0
162633,4,1,1,6,1,1,4,4,6,0,2,2,3,3,4
162634,1,1,1,6,1,1,6,5,5,5,5,5,2,0,0
162635,1,1,3,0,0,0,2,4,4,6,1,1,1,1,7
162636,5,5,5,4,4,4,4,6,6,3,3,3,4,4,6
162637,4,2,2,6,1,1,1,1,4,6,6,0,1,7,7
162638,5,5,5,0,3,3,6,5,5,6,6,6,4,6,6
162639,2,2,2,6,6,1,0,0,0,6,0,0,1,1,2
162640,7,7,7,2,5,5,1,1,1,2,5,5,4,4,4
162641,3,0,0,0,2,2,5,5,0,0,0,1,7,3,3
162642,1,1,3,2,2,2,7,7,0,3,0,0,7,7,3
162643,5,5,5,6,6,6,4,4,4,6,6,1,1,1,7
162644,3,3,4,6,1,1,0,2,2,5,5,5,0,0,5
162645,7,7,0,5,5,5,5,5,5,7,7,3,2,2,2
162646,0,0,3,7,0,0,4,4,4,1,3,3,2,2,2
162647,3,4,4,1,7,7,3,3,7,0,1,1,1,1,7
162648,4,4,1,5,5,0,5,5,1,2,2,2,1,1,7
162649,4,1,1,4,1,1,4,6,6,5,5,5,0,0,0
162650,5,6,6,4,4,1,1,1,1,2,2,4,4,4,6
162651,5,6,6,1,1,7,0,2,2,6,1,1,3,3,0
162652,2,2,2,3,3,3,5,5,1,1,1,3,5,6,6
162653,4,2,2,3,6,6,5,5,0,3,3,3,3,4,4
162654,3,0,0,1,5,5,4,5,5,4,4,4,0,0,0
162655,1,1,1,2,2,2,3,3,3,5,4,4,3,3,3
162656,4,4,2,7,0,0,3,3,3,0,0,0,2,4,4
162657,1,1,1,6,4,4,5,5,0,6,0,0,4,4,4
162658,1,1,1,3,3,6,6,6,5,4,4,4,4,6,6
162659,2,2,2,7,7,0,1,4,4,4,4,6,6,6,6
162660,4,4,4,1,7,7,1,1,4,3,3,3,1,2,2
162661,1,1,3,5,5,5,5,5,1,3,0,0,3,3,3
162662,7,7,0,6,6,4,5,5,5,6,6,0,7,3,3
162663,4,4,4,6,4,4,4,4,6,5,4,4,5,5,5
162664,5,5,6,4,4,1,3,3,3,7,3,3,4,4,3
162665,2,2,7,5,5,6,7,7,0,7,7,3,3,4,4
162666,4,4,1,1,5,5,4,4,5,4,4,4,1,2,2
162667,0,5,5,7,0,0,0,0,2,5,7,7,7,7,3
162668,4,1,1,0,0,3,5,0,0,4,6,6,0,5,5
162669,1,1,1,1,5,5,1,1,4,0,1,1,6,6,1
162670,2,2,2,3,3,3,0,2,2,4,6,6,3,3,0
162671,7,7,7,1,1,5,5,5,0,7,7,3,1,1,1
162672,6,6,4,1,5,5,3,3,3,1,2,2,6,6,1
162673,0,0,0,1,1,1,5,5,0,5,7,7,4,4,3
162674,3,3,0,1,1,7,4,6,6,3,3,0,1,2,2
162675,7,7,0,5,5,0,0,0,0,1,2,2,0,0,0
162676,5,5,5,4,1,1,3,3,7,2,2,5,0,0,0
162677,2,2,2,4,4,4,4,4,6,7,3,3,1,1,2
162678,3,4,4,3,6,6,1,4,4,7,7,7,0,5,5
162679,2,7,7,5,6,6,7,7,0,2,2,5,6,6,2
162680,0,0,0,7,0,0,4,4,4,3,5,5,5,5,6
162681,7,7,7,4,4,4,4,4,4,1,1,3,3,3,0
162682,4,4,4,4,4,4,7,0,0,0,0,0,5,5,5
162683,0,5,5,6,6,6,2,2,2,1,2,2,2,0,0
162684,5,5,5,6,6,1,4,4,4,0,0,0,3,3,0
162685,5,5,5,1,7,7,3,3,7,0,0,2,4,4,3
162686,2,2,2,5,5,6,2,2,2,0,1,1,4,4,3
162687,6,4,4,2,2,2,1,1,1,0,0,2,3,3,0
162688,0,5,5,3,3,3,3,7,7,4,4,4,2,2,2
162689,6,6,4,5,6,6,2,4,4,3,3,3,1,7,7
162690,2,2,2,4,4,4,2,2,4,4,6,6,2,2,4
162691,3,4,4,3,3,3,7,7,0,7,7,3,4,3,3
162692,3,0,0,6,6,6,3,3,7,3,5,5,6,6,1
162693,0,3,3,3,3,6,5,5,0,4,4,6,3,3,3
162694,5,6,6,7,0,0,2,4,4,0,0,0,4,4,6
162695,2,2,7,1,1,1,5,5,1,5,5,7,5,5,6
162696,1,3,3,3,6,6,3,3,3,5,5,7,0,0,0
162697,3,3,4,3,3,6,6,5,5,3,3,3,6,1,1
162698,7,7,7,3,6,6,6,6,5,1,1,3,7,3,3
162699,0,0,3,0,3,3,1,1,4,1,1,3,5,6,6
162700,5,5,5,4,4,1,4,5,5,5,5,4,6,6,1
162701,2,2,2,2,2,2,4,6,6,0,0,1,3,0,0
162702,2,2,2,6,1,1,4,4,6,1,1,2,4,4,3
162703,6,4,4,6,6,1,1,1,1,1,1,2,2,4,4
162704,2,2,7,3,3,3,1,1,1,0,1,1,3,0,0
162705,2,2,2,6,1,1,3,3,7,0,0,2,2,4,4
162706,5,5,5,6,1,1,5,1,1,2,2,5,0,5,5
162707,4,4,2,5,5,6,0,0,2,2,2,4,1,1,7
162708,6,6,6,6,1,1,1,1,1,7,7,7,1,1,2
162709,2,2,2,1,5,5,3,3,3,4,4,6,3,3,3
162710,6,4,4,5,5,5,4,4,5,4,6,6,0,1,1
162711,6,6,4,1,1,5,0,0,3,3,0,0,4,4,6
162712,0,0,0,6,4,4,7,7,0,3,3,3,0,0,0
162713,4,2,2,0,0,2,5,5,5,4,6,6,1,2,2
162714,7,0,0,4,4,4,3,3,3,3,3,3,5,5,5
162715,5,6,6,2,2,5,2,4,4,2,2,2,6,1,1
162716,3,3,3,6,4,4,2,2,2,2,5,5,3,3,3
162717,5,6,6,2,5,5,0,3,3,4,4,4,1,1,2
162718,4,4,4,7,0,0,6,5,5,5,4,4,3,3,0
162719,0,0,0,0,0,3,6,5,5,5,5,5,0,0,0
162720,5,5,6,6,4,4,0,3,3,0,1,1,4,4,3
162721,0,5,5,3,6,6,6,6,6,3,5,5,4,4,3
162722,6,6,4,0,0,3,2,2,2,0,0,0,2,2,0
162723,0,3,3,3,3,3,1,4,4,2,5,5,4,6,6
162724,7,7,7,1,5,5,5,0,0,5,5,5,5,5,5
162725,3,4,4,7,7,0,7,0,0,6,0,0,2,0,0
162726,0,3,3,2,5,5,6,5,5,6,6,6,5,6,6
162727,4,1,1,2,2,2,5,0,0,2,4,4,2,4,4
162728,3,3,3,7,0,0,5,5,5,7,3,3,3,4,4
162729,1,3,3,5,0,0,7,7,0,0,0,2,7,3,3
162730,6,6,6,3,3,6,3,3,3,7,3,3,3,3,3
162731,3,3,4,0,0,2,5,5,5,5,5,4,3,0,0
162732,0,5,5,2,2,2,2,2,4,5,5,7,5,5,5
162733,2,2,2,2,2,2,0,0,0,5,5,7,7,7,7
162734,2,2,2,2,2,2,4,4,5,0,2,2,4,4,4
162735,4,2,2,1,1,1,2,2,2,4,6,6,1,7,7
162736,5,6,6,3,3,6,3,3,7,5,5,4,4,4,3
162737,6,6,6,0,2,2,2,2,4,0,0,2,7,7,3
162738,1,1,1,1,1,1,4,6,6,5,5,4,4,4,4
162739,3,3,4,0,0,2,5,5,0,2,2,2,4,3,3
162740,5,5,5,6,6,4,2,2,2,0,1,1,1,1,1
162741,7,0,0,2,2,2,4,4,6,2,2,2,2,0,0
162742,2,2,2,6,4,4,3,7,7,7,7,7,3,3,3
162743,0,0,3,2,2,5,4,5,5,0,0,1,0,0,1
162744,2,2,7,3,3,6,1,1,1,5,5,7,7,3,3
162745,3,3,4,1,7,7,7,0,0,1,2,2,6,2,2
162746,7,7,0,7,7,7,0,0,2,6,1,1,7,7,7
162747,1,1,3,1,5,5,6,6,6,4,4,6,5,5,6
162748,3,4,4,3,3,3,4,4,5,4,4,6,3,3,4
162749,3,0,0,7,0,0,5,5,5,6,6,1,6,6,2
162750,1,1,1,3,3,6,0,0,0,7,3,3,3,3,3
162751,5,5,5,5,0,0,1,1,4,2,2,2,5,5,5
162752,5,5,5,2,2,2,3,3,3,0,0,0,3,3,4
162753,2,2,7,2,2,5,0,0,0,0,0,0,4,6,6
162754,0,5,5,2,2,5,3,3,3,5,5,5,7,7,3
162755,7,7,7,2,2,5,4,4,6,2,4,4,6,6,1
162756,3,3,0,2,5,5,4,4,5,5,5,5,1,7,7
162757,7,0,0,5,5,5,6,6,6,5,7,7,3,4,4
162758,4,1,1,7,0,0,1,4,4,6,6,1,3,0,0
162759,4,4,4,3,6,6,0,3,3,2,2,5,0,0,0
162760,5,5,5,2,2,2,1,4,4,6,6,1,0,0,5
162761,5,5,5,1,1,5,6,6,6,0,1,1,0,0,5
162762,5,5,5,6,1,1,4,5,5,0,0,0,2,2,4
162763,1,1,1,2,5,5,1,1,1,2,4,4,2,4,4
162764,5,5,5,7,7,7,2,2,4,3,3,3,2,4,4
162765,5,5,6,3,6,6,3,7,7,5,5,5,4,3,3
162766,3,3,4,5,6,6,0,2,2,6,6,0,0,5,5
162767,4,4,1,4,4,1,0,0,0,4,4,4,3,4,4
162768,1,3,3,1,1,1,6,6,6,4,4,6,3,3,3
162769,7,7,7,0,0,2,6,6,6,3,3,0,0,0,5
162770,6,4,4,4,4,4,3,7,7,1,2,2,1,1,2
162771,2,2,7,1,1,1,0,3,3,4,4,4,6,2,2
162772,2,2,7,5,5,6,5,1,1,4,4,6,1,1,2
162773,4,4,1,3,6,6,2,4,4,5,5,7,3,3,3
162774,4,1,1,3,3,6,0,0,2,3,3,3,7,7,7
162775,2,7,7,0,0,0,7,7,0,7,7,7,4,4,4
162776,2,2,7,7,7,7,5,5,5,6,6,6,4,4,4
162777,6,6,6,1,1,5,1,1,1,5,7,7,5,5,5
162778,0,3,3,5,0,0,4,4,4,6,6,6,3,3,3
162779,0,3,3,4,4,1,6,6,6,4,4,6,3,3,4
162780,0,5,5,4,4,4,0,0,2,3,3,0,1,7,7
162781,0,0,5,2,2,2,0,3,3,3,3,3,0,0,1
162782,1,1,3,0,3,3,2,2,4,2,4,4,3,3,3
162783,0,0,3,2,2,2,3,3,3,5,5,7,0,1,1
162784,3,3,3,1,1,7,2,2,2,5,7,7,1,1,2
162785,4,2,2,6,1,1,4,4,4,3,5,5,2,2,2
162786,4,4,2,0,0,0,5,5,5,6,0,0,5,6,6
162787,0,5,5,6,1,1,7,0,0,0,2,2,3,3,3
162788,6,6,6,6,6,1,0,0,3,4,4,4,7,3,3
162789,4,4,4,6,1,1,7,7,0,1,1,1,3,3,4
162790,2,2,7,4,4,4,3,7,7,0,0,2,7,7,7
162791,6,6,4,2,2,2,1,1,4,2,2,2,1,7,7
162792,0,0,3,4,1,1,3,3,3,4,4,6,4,4,3
162793,3,0,0,2,5,5,6,6,6,5,5,4,1,1,7
162794,1,1,1,2,2,2,2,4,4,3,5,5,6,2,2
162795,7,7,7,0,2,2,2,2,2,5,5,4,5,5,6
162796,3,0,0,5,5,0,3,3,3,0,2,2,2,2,0
162797,0,0,0,4,1,1,5,0,0,7,3,3,0,0,5
162798,4,4,1,5,5,5,1,4,4,7,7,3,2,2,0
162799,0,3,3,0,0,2,3,3,3,3,3,3,5,5,6
162800,1,3,3,1,5,5,6,5,5,4,4,6,5,6,6
162801,1,1,3,4,4,4,5,0,0,4,6,6,6,1,1
162802,1,1,1,3,3,3,4,4,4,3,3,3,7,7,7
162803,6,4,4,4,4,4,2,2,2,6,0,0,0,0,0
162804,5,5,5,6,6,1,1,1,1,0,0,0,0,0,5
162805,3,3,3,1,5,5,3,3,7,5,5,7,3,4,4
162806,7,7,7,1,5,5,0,0,0,1,1,2,7,7,7
162807,4,4,1,6,6,4,4,5,5,2,2,2,4,4,4
162808,5,6,6,4,4,1,4,4,5,5,5,5,3,0,0
162809,7,0,0,6,6,1,3,3,3,1,3,3,1,2,2
162810,2,2,2,0,0,0,0,3,3,4,4,4,2,4,4
162811,7,7,7,2,2,2,3,7,7,6,6,1,6,1,1
162812,0,0,5,1,1,7,5,0,0,2,2,2,3,3,4
162813,7,7,7,6,6,6,3,7,7,0,0,0,1,1,7
162814,6,4,4,0,0,0,4,4,5,3,0,0,3,3,3
162815,3,4,4,1,7,7,7,7,0,7,3,3,3,3,4
162816,2,7,7,5,0,0,2,2,2,7,7,7,3,3,4
162817,7,7,7,0,0,3,5,5,5,4,6,6,3,4,4
162818,6,6,4,3,3,3,2,2,2,1,1,1,7,7,7
162819,4,2,2,5,6,6,2,2,2,1,1,1,6,6,1
162820,1,1,1,4,1,1,1,1,4,4,4,4,1,2,2
162821,6,6,4,0,0,0,0,0,2,4,6,6,4,4,6
162822,2,2,2,6,6,1,5,5,0,6,6,6,3,3,3
162823,5,5,5,0,0,2,7,0,0,0,0,2,0,0,1
162824,3,4,4,2,2,5,5,0,0,3,0,0,4,4,3
162825,4,4,2,6,1,1,5,5,0,3,3,0,5,5,6
162826,6,6,6,3,6,6,4,6,6,3,5,5,7,3,3
162827,0,0,0,4,4,4,5,5,1,2,2,2,2,2,4
162828,0,5,5,5,5,0,3,7,7,6,6,0,0,0,5
162829,3,3,4,1,5,5,5,5,5,6,6,0,7,7,7
162830,6,6,6,5,5,6,7,0,0,2,2,2,4,3,3
162831,7,7,7,6,6,4,2,2,2,1,2,2,1,7,7
162832,4,4,4,3,3,3,0,0,0,7,7,7,0,5,5
162833,3,0,0,5,0,0,0,0,2,1,2,2,0,0,0
162834,0,0,3,0,2,2,2,2,4,0,2,2,2,4,4
162835,2,2,2,1,1,7,1,4,4,4,6,6,3,3,4
162836,0,0,3,7,7,7,3,3,7,3,3,3,0,5,5
162837,6,6,4,4,1,1,3,7,7,5,5,5,2,2,2
162838,7,7,7,2,5,5,2,2,4,7,3,3,5,5,5
162839,7,0,0,6,4,4,4,5,5,7,7,7,6,1,1
162840,7,7,7,6,6,1,1,4,4,3,3,3,7,7,3
162841,3,4,4,2,5,5,7,0,0,3,3,3,6,6,6
162842,1,1,1,6,6,1,3,3,3,4,6,6,0,5,5
162843,0,0,5,1,7,7,6,6,6,0,2,2,4,4,3
162844,4,4,1,1,1,7,6,6,6,4,4,4,6,6,2
162845,3,0,0,0,2,2,2,2,4,3,5,5,7,3,3
162846,3,0,0,3,3,3,3,3,3,0,1,1,6,6,6
162847,4,2,2,3,6,6,3,3,7,1,1,2,7,7,3
162848,7,0,0,1,1,5,7,7,7,6,0,0,4,4,6
162849,0,5,5,6,6,1,0,2,2,5,5,5,3,4,4
162850,0,5,5,3,6,6,3,3,7,4,4,6,2,2,0
162851,7,7,0,2,2,2,4,4,4,2,2,5,5,5,5
162852,6,4,4,5,5,6,5,5,0,2,5,5,4,4,6
162853,7,7,7,3,6,6,4,6,6,5,7,7,7,7,3
162854,3,4,4,2,2,2,5,1,1,0,0,0,3,3,4
162855,5,6,6,4,4,1,6,6,6,2,4,4,3,3,3
162856,5,6,6,7,7,7,2,4,4,3,3,3,5,6,6
162857,1,1,1,3,3,3,4,6,6,0,0,0,4,6,6
162858,3,4,4,2,5,5,5,5,0,4,4,4,1,2,2
162859,0,0,5,1,5,5,3,3,3,6,6,0,6,6,6
162860,1,3,3,3,6,6,6,5,5,0,0,2,3,3,3
162861,3,3,3,1,5,5,4,4,4,0,0,1,4,4,3
162862,6,4,4,0,0,0,5,5,5,5,5,5,3,3,3
162863,3,4,4,1,7,7,2,4,4,4,4,4,6,1,1
162864,1,1,1,6,6,6,5,0,0,5,5,7,4,4,4
162865,6,6,6,1,1,5,0,2,2,7,7,3,7,7,3
162866,5,5,6,0,3,3,3,3,3,2,5,5,6,2,2
162867,5,5,5,0,0,2,4,6,6,5,5,5,0,0,0
162868,2,2,2,6,1,1,4,5,5,7,7,3,2,4,4
162869,0,0,0,4,4,4,0,0,0,4,4,4,4,4,4
162870,3,3,0,1,7,7,4,4,6,1,2,2,1,1,1
162871,2,7,7,6,1,1,7,7,7,2,2,4,1,1,2
162872,7,0,0,4,4,1,2,2,2,5,7,7,1,2,2
162873,7,7,7,0,3,3,5,5,0,2,2,5,0,0,0
162874,0,0,5,1,1,1,6,5,5,0,0,0,2,4,4
162875,4,4,4,1,5,5,1,4,4,0,0,0,1,1,2
162876,5,5,6,1,1,7,4,6,6,4,4,6,6,6,2
162877,6,4,4,4,4,4,5,5,1,0,0,0,0,1,1
162878,3,0,0,0,0,3,3,3,3,5,5,4,0,0,1
162879,4,4,1,1,1,7,6,6,5,5,5,4,6,6,1
162880,7,0,0,0,2,2,0,3,3,0,0,0,5,6,6
162881,0,5,5,0,2,2,5,1,1,3,3,3,1,2,2
162882,6,6,6,2,2,2,2,2,4,6,1,1,1,1,2
162883,0,0,5,1,5,5,1,1,1,0,0,0,7,3,3
162884,7,7,0,6,4,4,0,3,3,5,5,5,0,0,0
162885,0,0,3,7,7,0,1,1,1,5,5,5,2,2,2
162886,1,1,1,5,0,0,0,2,2,6,6,1,2,4,4
162887,3,3,3,7,7,0,2,2,4,2,5,5,6,1,1
162888,4,2,2,4,4,4,5,5,1,4,6,6,4,4,6
162889,7,0,0,4,4,4,4,5,5,2,4,4,0,0,1
162890,4,4,4,2,5,5,3,3,3,3,5,5,7,7,7
162891,1,1,1,4,4,1,1,1,1,0,1,1,4,4,4
162892,5,5,6,6,1,1,1,1,1,5,5,5,3,3,4
162893,5,5,5,6,1,1,2,2,2,2,5,5,0,0,0
162894,7,7,7,2,2,2,0,0,0,0,0,1,4,4,3
162895,0,5,5,5,5,0,7,7,7,3,3,3,1,2,2
162896,0,5,5,7,7,7,7,0,0,0,2,2,2,2,0
162897,1,3,3,1,1,7,6,6,5,4,6,6,1,7,7
162898,3,3,4,6,6,4,5,0,0,2,5,5,1,1,7
162899,4,1,1,4,1,1,3,7,7,4,6,6,0,0,0
162900,3,4,4,3,3,3,6,6,6,2,2,5,6,2,2
162901,5,5,6,0,2,2,0,2,2,0,1,1,3,3,4
162902,4,1,1,0,0,2,2,2,2,4,6,6,4,6,6
162903,3,3,4,3,3,3,1,1,4,0,0,1,6,1,1
162904,1,1,1,1,1,5,0,2,2,6,6,0,3,3,4
162905,3,3,4,5,0,0,1,1,4,0,0,2,3,3,3
162906,3,0,0,6,6,1,4,5,5,3,3,3,7,7,3
162907,6,4,4,1,1,1,0,3,3,1,1,2,2,0,0
162908,0,0,3,3,3,3,0,3,3,4,4,6,6,6,6
162909,2,2,7,6,4,4,3,3,3,0,0,1,4,4,6
162910,1,3,3,6,6,4,0,0,0,4,6,6,3,3,0
162911,1,1,3,6,1,1,4,5,5,3,5,5,5,5,5
162912,1,3,3,5,5,5,4,4,5,0,1,1,2,0,0
162913,1,1,1,4,4,1,4,4,6,2,4,4,5,5,6
162914,7,0,0,5,5,0,2,2,2,3,3,3,6,1,1
162915,3,3,0,5,5,0,4,6,6,3,5,5,4,4,3
162916,0,0,0,0,3,3,1,4,4,1,1,3,0,0,5
162917,3,3,4,7,7,0,2,4,4,1,1,3,6,6,6
162918,2,7,7,6,1,1,5,5,5,2,2,4,4,4,3
162919,6,6,4,5,6,6,0,0,2,4,4,6,6,2,2
162920,7,7,7,1,7,7,2,2,2,3,0,0,4,4,4
162921,3,0,0,4,4,4,2,2,4,2,5,5,6,1,1
162922,1,1,1,2,2,5,2,4,4,5,5,5,1,2,2
162923,3,3,3,4,4,4,0,0,3,2,2,2,0,0,0
162924,0,3,3,6,4,4,6,6,6,4,6,6,1,2,2
162925,3,4,4,2,2,5,4,4,6,4,4,4,0,0,0
162926,2,2,7,7,7,0,3,7,7,2,2,5,0,1,1
162927,1,1,1,7,0,0,0,0,0,0,1,1,2,2,4
162928,3,4,4,3,6,6,6,5,5,4,4,6,0,0,5
162929,2,2,2,4,1,1,4,5,5,4,4,4,2,2,0
162930,6,6,6,3,3,6,7,0,0,1,1,1,0,0,1
162931,7,7,7,6,4,4,3,7,7,6,6,6,3,3,3
162932,4,1,1,0,3,3,7,7,7,7,7,7,3,3,0
162933,6,6,6,3,3,3,0,0,2,4,4,6,2,2,0
162934,7,7,7,0,0,3,2,4,4,4,4,6,6,6,1
162935,4,4,1,7,7,7,5,5,5,5,4,4,3,0,0
162936,4,4,1,5,0,0,7,0,0,3,3,0,0,5,5
162937,4,4,2,1,5,5,6,6,6,3,3,3,1,1,2
162938,3,3,4,5,5,6,3,3,3,6,6,1,4,4,4
162939,0,5,5,6,4,4,6,6,6,5,5,4,5,5,5
162940,2,2,7,0,2,2,6,6,6,1,1,1,0,5,5
162941,4,4,1,5,5,5,3,3,3,7,7,7,4,6,6
162942,6,6,4,2,5,5,6,6,5,0,1,1,7,3,3
162943,5,5,6,3,3,3,2,2,4,1,2,2,6,6,2
162944,7,7,7,4,4,1,2,2,4,0,0,0,4,4,4
162945,5,5,5,4,4,4,7,0,0,0,0,1,1,2,2
162946,1,1,1,6,6,6,4,5,5,5,7,7,3,3,3
162947,6,4,4,1,7,7,0,3,3,3,3,0,2,0,0
162948,2,2,2,1,1,5,6,6,5,5,4,4,6,6,1
162949,0,0,5,7,7,0,2,4,4,6,0,0,6,6,2
162950,7,7,0,7,7,7,1,1,1,1,3,3,1,2,2
162951,4,4,2,0,3,3,0,2,2,2,2,2,2,2,4
162952,0,5,5,3,3,3,3,7,7,0,1,1,2,0,0
162953,5,5,6,6,6,4,0,0,0,1,1,3,2,2,0
162954,7,0,0,0,0,2,4,4,5,3,0,0,3,3,3
162955,2,2,7,5,6,6,4,6,6,5,5,5,0,5,5
162956,6,6,4,4,4,1,0,3,3,2,2,5,1,1,1
162957,4,2,2,6,4,4,6,6,5,5,5,5,0,1,1
162958,5,5,5,3,3,3,2,2,2,3,3,3,1,1,7
162959,7,0,0,3,3,3,0,0,0,0,0,0,4,3,3
162960,4,1,1,3,3,3,6,6,5,3,0,0,4,4,6
162961,5,5,6,4,1,1,2,2,2,2,4,4,4,4,4
162962,0,0,5,1,1,7,0,0,0,4,4,4,4,4,6
162963,1,1,1,2,2,5,3,3,7,7,7,3,6,6,6
162964,5,5,5,2,2,2,2,2,2,5,4,4,2,4,4
162965,1,3,3,7,7,7,5,5,5,4,4,4,3,3,3
162966,1,3,3,4,4,4,4,4,6,0,2,2,0,5,5
162967,5,5,6,1,1,7,5,0,0,0,0,0,2,2,0
162968,2,7,7,0,0,0,5,5,1,1,1,2,4,6,6
162969,1,3,3,1,5,5,2,2,4,1,1,2,4,4,6
162970,4,2,2,0,0,0,0,0,2,6,6,6,4,4,4
162971,3,3,3,2,5,5,4,6,6,4,6,6,4,4,4
162972,4,4,4,0,0,0,5,5,1,4,4,6,4,4,4
162973,0,5,5,2,2,5,0,0,3,3,0,0,0,0,1
162974,0,0,5,5,5,5,1,1,4,0,0,0,1,1,2
162975,0,5,5,7,7,0,7,0,0,5,7,7,0,0,0
162976,7,7,7,6,6,1,2,2,2,5,7,7,0,0,0
162977,0,0,3,4,4,1,0,0,3,6,6,1,2,0,0
162978,0,3,3,2,2,2,5,5,5,7,7,3,6,6,6
162979,1,1,1,0,3,3,5,5,1,3,3,5,3,3,0
162980,4,4,2,4,4,1,6,6,5,1,3,3,5,5,5
162981,3,0,0,0,2,2,3,7,7,1,2,2,5,5,5
162982,4,4,1,1,7,7,5,5,1,4,4,4,4,4,3
162983,3,0,0,7,7,7,4,4,4,1,1,2,1,1,7
162984,7,7,7,4,4,4,0,0,0,1,1,1,4,6,6
162985,1,3,3,6,6,6,0,3,3,4,4,6,3,3,0
162986,3,4,4,1,5,5,7,7,0,2,4,4,2,2,0
162987,7,0,0,5,0,0,5,5,5,0,0,0,2,4,4
162988,5,5,5,2,2,2,5,0,0,4,4,6,2,2,0
162989,0,0,3,6,6,6,7,7,0,1,2,2,1,1,2
162990,3,3,3,6,6,1,1,1,1,6,6,6,0,0,1
162991,1,1,3,5,0,0,5,5,5,6,1,1,4,6,6
162992,5,5,5,7,0,0,3,3,3,7,3,3,0,5,5
162993,4,4,2,7,7,0,5,0,0,3,3,0,6,1,1
162994,3,3,3,0,0,3,5,5,5,6,1,1,2,2,2
162995,6,6,4,2,2,2,0,0,2,2,4,4,4,4,4
162996,7,7,7,6,6,1,7,7,7,5,5,7,6,1,1
162997,7,7,0,2,2,5,3,3,3,1,1,1,4,4,4
162998,0,5,5,1,7,7,1,1,1,3,0,0,7,7,3
162999,6,6,4,6,6,1,1,1,4,4,4,6,0,0,0
163000,4,4,4,3,3,3,4,5,5,6,6,0,4,6,6
163001,3,3,0,5,0,0,2,2,2,3,3,3,1,7,7
163002,4,4,4,5,5,0,4,4,6,4,4,6,6,6,6
163003,2,2,2,4,4,4,3,3,7,7,7,7,1,1,1
163004,0,3,3,1,1,1,0,0,0,1,1,1,4,4,4
163005,0,0,5,1,1,1,2,2,2,3,3,5,4,4,4
163006,6,6,4,5,0,0,0,0,0,5,7,7,1,1,2
163007,1,3,3,3,3,6,3,3,7,3,5,5,4,4,6
163008,0,0,3,1,7,7,2,2,2,5,5,4,3,3,0
163009,5,5,5,7,7,0,1,4,4,3,3,3,7,7,7
163010,7,7,7,2,2,5,6,6,5,0,2,2,1,1,2
163011,5,5,5,6,6,4,3,3,3,6,6,1,1,1,2
163012,3,3,4,2,5,5,4,4,6,5,5,4,1,1,1
163013,3,3,4,0,0,0,5,5,1,0,0,1,2,2,4
163014,7,7,0,5,5,6,5,5,5,0,0,0,5,5,6
163015,5,5,5,4,1,1,7,7,0,2,2,5,2,0,0
163016,6,6,4,0,0,2,0,0,0,2,4,4,7,3,3
163017,4,4,4,3,6,6,3,3,3,4,4,4,0,0,1
163018,5,5,6,5,6,6,1,4,4,1,1,2,3,4,4
163019,2,7,7,0,0,2,0,0,0,5,5,7,6,6,1
163020,4,4,2,0,0,3,0,0,3,5,5,7,2,4,4
163021,5,5,5,2,2,5,2,2,2,2,2,4,3,3,3
163022,1,3,3,5,6,6,6,6,5,0,0,0,6,1,1
163023,7,7,7,0,0,3,6,5,5,5,5,4,5,5,5
163024,0,0,5,5,0,0,4,6,6,5,7,7,2,2,4
163025,6,6,6,1,1,5,0,0,2,1,3,3,5,5,6
163026,4,4,2,6,6,4,0,0,3,3,3,5,4,4,6
163027,7,7,7,0,0,0,1,1,4,3,5,5,0,0,5
